City,State,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
Dallas,Texas,8/1/2013,200,-1.00%,14.30%,6098,-1.20%,18.90%,6314,-13.00%,14.10%,14786,-2.10%,-13.50%,34,1,-16,98.00%,-0.30%,0.90%
Dallas,Texas,9/1/2013,192,-4.10%,10.10%,4793,-21.40%,19.30%,4938,-21.80%,11.20%,14083,-4.80%,-13.90%,37,3,-18,97.70%,-0.30%,0.40%
Dallas,Texas,10/1/2013,190,-0.90%,13.60%,4491,-6.30%,9.30%,5156,4.40%,9.90%,13625,-3.30%,-11.30%,40,3,-15,97.50%,-0.10%,0.40%
Dallas,Texas,11/1/2013,189,-0.70%,10.50%,3894,-13.30%,2.70%,4038,-21.70%,-0.90%,12759,-6.40%,-11.10%,44,4,-12,97.30%,-0.20%,0.70%
Dallas,Texas,12/1/2013,196,3.70%,8.90%,4141,6.30%,10.50%,2835,-29.80%,-4.80%,11021,-13.60%,-13.10%,47,3,-9,97.10%,-0.20%,0.50%
Dallas,Texas,1/1/2014,182,-7.40%,10.10%,3065,-26.00%,-2.00%,5091,79.60%,0.50%,11642,5.60%,-11.00%,51,4,-8,97.30%,0.20%,0.40%
Dallas,Texas,2/1/2014,198,8.80%,16.50%,3688,20.30%,5.90%,5219,2.50%,-5.10%,11871,2.00%,-11.30%,42,-9,-13,97.60%,0.30%,0.80%
Dallas,Texas,3/1/2014,202,2.30%,9.50%,4635,25.70%,-6.30%,6333,21.30%,-4.60%,12088,1.80%,-12.00%,33,-9,-6,97.90%,0.30%,0.50%
Dallas,Texas,4/1/2014,205,1.50%,5.40%,5042,8.80%,-7.50%,6923,9.30%,-5.20%,12485,3.30%,-12.40%,30,-3,-5,98.20%,0.30%,0.30%
Dallas,Texas,5/1/2014,215,4.90%,7.50%,5791,14.90%,-4.40%,7745,11.90%,7.20%,12988,4.00%,-10.30%,29,-1,-5,98.30%,0.10%,0.30%
Dallas,Texas,6/1/2014,220,2.40%,7.40%,6211,7.30%,5.50%,7045,-9.00%,0.10%,13370,2.90%,-10.30%,26,-3,-7,98.60%,0.30%,0.50%
Dallas,Texas,7/1/2014,220,0.00%,8.90%,6105,-1.70%,-1.10%,7103,0.80%,-2.10%,14113,5.60%,-6.60%,26,0,-7,98.40%,-0.10%,0.20%
Dallas,Texas,8/1/2014,213,-3.40%,6.30%,5835,-4.40%,-4.30%,6168,-13.20%,-2.30%,13974,-1.00%,-5.50%,29,3,-5,98.40%,-0.10%,0.40%
Dallas,Texas,9/1/2014,209,-1.90%,8.70%,5016,-14.00%,4.70%,5102,-17.30%,3.30%,13038,-6.70%,-7.40%,34,5,-3,98.10%,-0.20%,0.50%
Dallas,Texas,10/1/2014,203,-2.60%,6.70%,4952,-1.30%,10.30%,5165,1.20%,0.20%,12413,-4.80%,-8.90%,38,4,-2,97.70%,-0.50%,0.10%
Dallas,Texas,11/1/2014,208,2.20%,9.80%,3836,-22.50%,-1.50%,3844,-25.60%,-4.80%,11355,-8.50%,-11.00%,38,0,-6,98.00%,0.30%,0.60%
Dallas,Texas,12/1/2014,220,6.00%,12.20%,4630,20.70%,11.80%,3193,-16.90%,12.60%,9823,-13.50%,-10.90%,39,1,-8,97.70%,-0.20%,0.60%
Dallas,Texas,1/1/2015,205,-6.80%,12.90%,3002,-35.20%,-2.10%,4773,49.50%,-6.20%,10083,2.60%,-13.40%,41,2,-10,97.60%,-0.10%,0.30%
Dallas,Texas,2/1/2015,218,6.30%,10.40%,3707,23.50%,0.50%,4978,4.30%,-4.60%,10051,-0.30%,-15.30%,35,-6,-7,98.10%,0.40%,0.40%
Dallas,Texas,3/1/2015,230,5.40%,13.70%,4876,31.50%,5.20%,6139,23.30%,-3.10%,10220,1.70%,-15.50%,28,-7,-5,98.60%,0.60%,0.70%
Dallas,Texas,4/1/2015,235,2.10%,14.40%,5202,6.70%,3.20%,7387,20.30%,6.70%,11172,9.30%,-10.50%,25,-3,-5,99.00%,0.40%,0.80%
Dallas,Texas,5/1/2015,245,4.50%,14.00%,5807,11.60%,0.30%,7411,0.30%,-4.30%,11831,5.90%,-8.90%,23,-2,-6,99.40%,0.40%,1.10%
Dallas,Texas,6/1/2015,245,0.00%,11.30%,6456,11.20%,3.90%,7590,2.40%,7.70%,12596,6.50%,-5.80%,22,-1,-4,99.40%,0.10%,0.90%
Dallas,Texas,7/1/2015,235,-4.10%,6.80%,6543,1.30%,7.20%,8311,9.50%,17.00%,13749,9.20%,-2.60%,25,3,-1,99.20%,-0.30%,0.70%
Dallas,Texas,8/1/2015,233,-0.90%,9.60%,6160,-5.90%,5.60%,6720,-19.10%,8.90%,13510,-1.70%,-3.30%,26,1,-3,98.90%,-0.20%,0.60%
Dallas,Texas,9/1/2015,225,-3.40%,7.90%,5465,-11.30%,9.00%,5882,-12.50%,15.30%,13291,-1.60%,1.90%,30,4,-4,98.50%,-0.40%,0.40%
Dallas,Texas,10/1/2015,229,1.60%,12.60%,4946,-9.50%,-0.10%,5625,-4.40%,8.90%,12770,-3.90%,2.90%,34,4,-4,98.30%,-0.20%,0.60%
Dallas,Texas,11/1/2015,230,0.70%,10.80%,3993,-19.30%,4.10%,4484,-20.30%,16.60%,11782,-7.70%,3.80%,35,1,-3,98.10%,-0.30%,0.10%
Dallas,Texas,12/1/2015,238,3.40%,8.10%,5294,32.60%,14.30%,3521,-21.50%,10.30%,10007,-15.10%,1.90%,40,5,1,98.20%,0.10%,0.50%
Dallas,Texas,1/1/2016,222,-6.70%,8.30%,3413,-35.50%,13.70%,5524,56.90%,15.70%,10660,6.50%,5.70%,40,0,-1,98.20%,0.00%,0.60%
Dallas,Texas,2/1/2016,233,5.00%,6.90%,4185,22.60%,12.90%,6069,9.90%,21.90%,10918,2.40%,8.60%,35,-5,0,98.60%,0.40%,0.50%
Dallas,Texas,3/1/2016,246,5.60%,7.10%,5450,30.20%,11.80%,7221,19.00%,17.60%,11669,6.90%,14.20%,27,-8,-1,98.70%,0.10%,0.10%
Dallas,Texas,4/1/2016,250,1.60%,6.60%,5565,2.10%,7.00%,7127,-1.30%,-3.50%,12209,4.60%,9.30%,25,-2,0,99.10%,0.40%,0.10%
Dallas,Texas,5/1/2016,265,6.00%,8.20%,6116,9.90%,5.30%,7261,1.90%,-2.00%,12506,2.40%,5.70%,25,0,2,99.40%,0.30%,0.10%
Dallas,Texas,6/1/2016,269,1.50%,9.80%,6397,4.60%,-0.90%,7772,7.00%,2.40%,13376,7.00%,6.20%,25,0,3,99.40%,0.00%,0.00%
Dallas,Texas,7/1/2016,257,-4.50%,9.40%,5945,-7.10%,-9.10%,7478,-3.80%,-10.00%,14179,6.00%,3.10%,25,0,0,99.50%,0.10%,0.40%
Dallas,Texas,8/1/2016,256,-0.40%,9.90%,6438,8.30%,4.50%,6701,-10.40%,-0.30%,13647,-3.80%,1.00%,27,2,1,99.00%,-0.50%,0.10%
Dallas,Texas,9/1/2016,250,-2.30%,11.10%,5692,-11.60%,4.20%,6073,-9.40%,3.20%,13536,-0.80%,1.80%,30,3,0,98.80%,-0.30%,0.20%
Dallas,Texas,10/1/2016,253,1.20%,10.70%,4977,-12.60%,0.60%,5602,-7.80%,-0.40%,13083,-3.30%,2.50%,33,3,-1,98.50%,-0.20%,0.20%
Dallas,Texas,11/1/2016,260,2.80%,13.00%,4792,-3.70%,20.00%,4746,-15.30%,5.80%,12145,-7.20%,3.10%,34,1,-1,98.40%,-0.10%,0.30%
Dallas,Texas,12/1/2016,259,-0.60%,8.70%,5104,6.50%,-3.60%,3549,-25.20%,0.80%,10428,-14.10%,4.20%,36,2,-4,98.30%,0.00%,0.10%
Dallas,Texas,1/1/2017,250,-3.30%,12.60%,3536,-30.70%,3.60%,5579,57.20%,1.00%,10831,3.90%,1.60%,38,2,-2,98.20%,-0.20%,0.00%
Dallas,Texas,2/1/2017,266,6.40%,14.20%,4136,17.00%,-1.20%,6060,8.60%,-0.10%,11367,4.90%,4.10%,35,-3,0,98.30%,0.20%,-0.20%
Dallas,Texas,3/1/2017,275,3.40%,11.80%,5728,38.50%,5.10%,8161,34.70%,13.00%,12645,11.20%,8.40%,27,-8,0,98.90%,0.50%,0.10%
Dallas,Texas,4/1/2017,280,1.80%,12.00%,5486,-4.20%,-1.40%,7305,-10.50%,2.50%,13207,4.40%,8.20%,24,-3,-1,99.30%,0.40%,0.10%
Dallas,Texas,5/1/2017,290,3.60%,9.40%,6603,20.40%,8.00%,8434,15.50%,16.20%,14164,7.20%,13.30%,25,1,0,99.30%,0.00%,-0.20%
Dallas,Texas,6/1/2017,290,0.00%,7.80%,6848,3.70%,7.10%,8624,2.30%,11.00%,15558,9.80%,16.30%,26,1,1,99.20%,0.00%,-0.20%
Dallas,Texas,7/1/2017,281,-3.10%,9.30%,6209,-9.30%,4.40%,7800,-9.60%,4.30%,16045,3.10%,13.20%,27,1,2,99.10%,-0.10%,-0.40%
Dallas,Texas,8/1/2017,278,-1.10%,8.60%,6603,6.30%,2.60%,7371,-5.50%,10.00%,15999,-0.30%,17.20%,30,3,3,98.80%,-0.30%,-0.20%
Dallas,Texas,9/1/2017,270,-2.90%,8.00%,5459,-17.30%,-4.10%,6399,-13.20%,5.40%,15917,-0.50%,17.60%,34,4,4,98.50%,-0.30%,-0.20%
Dallas,Texas,10/1/2017,275,1.90%,8.70%,5108,-6.40%,2.60%,6008,-6.10%,7.20%,15367,-3.50%,17.50%,38,4,5,98.20%,-0.40%,-0.40%
Dallas,Texas,11/1/2017,277,0.60%,6.40%,5162,1.10%,7.70%,5020,-16.40%,5.80%,14075,-8.40%,15.90%,40,2,6,98.20%,0.10%,-0.20%
Dallas,Texas,12/1/2017,280,1.20%,8.30%,5521,7.00%,8.20%,3766,-25.00%,6.10%,11782,-16.30%,13.00%,45,5,9,97.90%,-0.30%,-0.50%
Dallas,Texas,1/1/2018,264,-5.90%,5.40%,3669,-33.50%,3.80%,5839,55.00%,4.70%,12167,3.30%,12.30%,46,1,8,97.90%,0.00%,-0.30%
Dallas,Texas,2/1/2018,280,6.30%,5.30%,4343,18.40%,5.00%,6032,3.30%,-0.50%,12585,3.40%,10.70%,40,-6,5,98.30%,0.40%,-0.10%
Dallas,Texas,3/1/2018,289,3.20%,5.10%,5687,30.90%,-0.70%,7967,32.10%,-2.40%,13953,10.90%,10.30%,31,-9,4,98.50%,0.20%,-0.40%
Dallas,Texas,4/1/2018,285,-1.40%,1.80%,5678,-0.20%,3.50%,8477,6.40%,16.00%,15214,9.00%,15.20%,28,-3,4,98.80%,0.30%,-0.50%
Dallas,Texas,5/1/2018,295,3.50%,1.70%,6702,18.00%,1.50%,8961,5.70%,6.20%,16659,9.50%,17.60%,28,0,3,98.80%,0.00%,-0.50%
Dallas,Texas,6/1/2018,300,1.70%,3.40%,6775,1.10%,-1.10%,9042,0.90%,4.80%,18265,9.60%,17.40%,29,1,3,98.70%,-0.10%,-0.50%
Dallas,Texas,7/1/2018,295,-1.70%,5.00%,6361,-6.10%,2.40%,7951,-12.10%,1.90%,18622,2.00%,16.10%,32,3,5,98.50%,-0.20%,-0.60%
Dallas,Texas,8/1/2018,289,-2.10%,3.80%,6407,0.70%,-3.00%,7424,-6.60%,0.70%,18648,0.10%,16.60%,37,5,7,98.20%,-0.30%,-0.60%
Dallas,Texas,9/1/2018,280,-3.00%,3.70%,4902,-23.50%,-10.20%,6193,-16.60%,-3.20%,18616,-0.20%,17.00%,40,3,6,98.20%,0.00%,-0.30%
Dallas,Texas,10/1/2018,275,-1.80%,0.00%,4948,0.90%,-3.10%,6221,0.50%,3.50%,18333,-1.50%,19.30%,45,5,7,98.00%,-0.20%,-0.20%
Dallas,Texas,11/1/2018,281,2.20%,1.50%,4573,-7.60%,-11.40%,5301,-14.80%,5.60%,17509,-4.50%,24.40%,49,4,9,97.80%,-0.20%,-0.40%
Dallas,Texas,12/1/2018,285,1.40%,1.80%,4899,7.10%,-11.30%,3835,-27.70%,1.80%,15339,-12.40%,30.20%,55,6,10,97.60%,-0.20%,-0.30%
Dallas,Texas,1/1/2019,265,-7.00%,0.60%,3243,-33.80%,-11.60%,6252,63.00%,7.10%,16061,4.70%,32.00%,54,-1,8,97.50%,-0.10%,-0.40%
Dallas,Texas,2/1/2019,277,4.40%,-1.20%,4168,28.50%,-4.00%,6497,3.90%,7.70%,16720,4.10%,32.90%,56,2,16,97.60%,0.10%,-0.60%
Dallas,Texas,3/1/2019,290,4.80%,0.30%,5518,32.40%,-3.00%,8252,27.00%,3.60%,17806,6.50%,27.60%,44,-12,13,97.90%,0.30%,-0.60%
Dallas,Texas,4/1/2019,294,1.40%,3.20%,6057,9.80%,6.70%,8812,6.80%,4.00%,18903,6.20%,24.20%,39,-5,11,98.20%,0.30%,-0.60%
Dallas,Texas,5/1/2019,302,2.70%,2.30%,7103,17.30%,6.00%,9089,3.10%,1.40%,19924,5.40%,19.60%,37,-2,9,98.20%,0.00%,-0.60%
Dallas,Texas,6/1/2019,305,1.10%,1.70%,6365,-10.40%,-6.10%,8580,-5.60%,-5.10%,20883,4.80%,14.30%,38,1,9,98.20%,0.00%,-0.50%
Dallas,Texas,7/1/2019,300,-1.60%,1.70%,6870,7.90%,8.00%,8069,-6.00%,1.50%,20716,-0.80%,11.20%,39,1,7,98.20%,0.00%,-0.40%
Dallas,Texas,8/1/2019,294,-1.80%,2.00%,6642,-3.30%,3.70%,7393,-8.40%,-0.40%,20140,-2.80%,8.00%,42,3,5,98.10%,0.00%,-0.10%
Dallas,Texas,9/1/2019,288,-2.20%,2.90%,5581,-16.00%,13.90%,6690,-9.50%,8.00%,19593,-2.70%,5.20%,49,7,9,97.90%,-0.20%,-0.30%
Dallas,Texas,10/1/2019,288,0.00%,4.70%,5508,-1.30%,11.30%,6596,-1.40%,6.00%,19014,-3.00%,3.70%,50,1,5,97.70%,-0.10%,-0.20%
Dallas,Texas,11/1/2019,289,0.30%,2.80%,4684,-15.00%,2.40%,5197,-21.20%,-2.00%,17498,-8.00%,-0.10%,52,2,3,97.80%,0.00%,0.00%
Dallas,Texas,12/1/2019,296,2.40%,3.90%,5880,25.50%,20.00%,3983,-23.40%,3.90%,14899,-14.90%,-2.90%,58,6,3,97.60%,-0.10%,0.00%
Dallas,Texas,1/1/2020,282,-4.70%,6.40%,3991,-32.10%,23.10%,6553,64.50%,4.80%,15249,2.30%,-5.10%,60,2,6,97.60%,0.00%,0.10%
Dallas,Texas,2/1/2020,287,1.80%,3.70%,4810,20.50%,15.40%,6958,6.20%,7.10%,15762,3.40%,-5.70%,60,0,4,97.80%,0.20%,0.20%
Dallas,Texas,3/1/2020,300,4.50%,3.40%,5811,20.80%,5.30%,7467,7.30%,-9.50%,15702,-0.40%,-11.80%,41,-19,-3,98.20%,0.40%,0.30%
Dallas,Texas,4/1/2020,300,0.00%,2.00%,4905,-15.60%,-19.00%,6201,-17.00%,-29.60%,16042,2.20%,-15.10%,37,-4,-2,98.30%,0.10%,0.10%
Dallas,Texas,5/1/2020,300,0.00%,-0.60%,5126,4.50%,-27.80%,8309,34.00%,-8.60%,16520,3.00%,-17.10%,41,4,4,98.10%,-0.10%,-0.10%
Dallas,Texas,6/1/2020,312,4.00%,2.30%,7359,43.60%,15.60%,8133,-2.10%,-5.20%,15486,-6.30%,-25.80%,38,-3,0,98.40%,0.20%,0.20%
Dallas,Texas,7/1/2020,320,2.60%,6.70%,8526,15.90%,24.10%,8298,2.00%,2.80%,14682,-5.20%,-29.10%,36,-2,-3,98.50%,0.20%,0.40%
Dallas,Texas,8/1/2020,322,0.60%,9.30%,7395,-13.30%,11.30%,7347,-11.50%,-0.60%,13471,-8.20%,-33.10%,33,-3,-9,98.70%,0.20%,0.60%
Dallas,Texas,9/1/2020,320,-0.60%,11.10%,7021,-5.10%,25.80%,6805,-7.40%,1.70%,12604,-6.40%,-35.70%,32,-1,-17,98.80%,0.10%,0.90%
Dallas,Texas,10/1/2020,323,0.90%,12.20%,6877,-2.10%,24.90%,6707,-1.40%,1.70%,11743,-6.80%,-38.20%,31,-1,-19,98.90%,0.00%,1.10%
Dallas,Texas,11/1/2020,322,-0.30%,11.40%,5848,-15.00%,24.90%,5007,-25.30%,-3.70%,10095,-14.00%,-42.30%,29,-2,-23,98.90%,0.10%,1.20%
Dallas,Texas,12/1/2020,320,-0.60%,8.10%,6656,13.80%,13.20%,4376,-12.60%,9.90%,8140,-19.40%,-45.40%,31,2,-27,98.90%,0.00%,1.30%
Dallas,Texas,1/1/2021,315,-1.60%,11.70%,4315,-35.20%,8.10%,5693,30.10%,-13.10%,7885,-3.10%,-48.30%,34,3,-26,99.00%,0.10%,1.40%
Dallas,Texas,2/1/2021,331,4.90%,15.20%,4461,3.40%,-7.30%,4622,-18.80%,-33.60%,6899,-12.50%,-56.20%,27,-7,-33,99.90%,0.80%,2.00%
Dallas,Texas,3/1/2021,344,4.10%,14.70%,6029,35.10%,3.80%,7102,53.70%,-4.90%,6969,1.00%,-55.60%,24,-3,-17,100.60%,0.80%,2.50%
Dallas,Texas,4/1/2021,360,4.70%,20.00%,6435,6.70%,31.20%,7813,10.00%,26.00%,7450,6.90%,-53.60%,18,-6,-19,102.20%,1.60%,4.00%
Dallas,Texas,5/1/2021,375,4.20%,25.00%,6747,4.80%,31.60%,7723,-1.20%,-7.10%,7712,3.50%,-53.30%,17,-1,-24,103.20%,1.00%,5.10%
Dallas,Texas,6/1/2021,380,1.30%,21.80%,7329,8.60%,-0.40%,8284,7.30%,1.90%,8362,8.40%,-46.00%,17,0,-21,103.70%,0.50%,5.40%
Dallas,Texas,7/1/2021,380,0.00%,18.80%,6978,-4.80%,-18.20%,8825,6.50%,6.40%,9666,15.60%,-34.20%,18,1,-18,103.40%,-0.30%,4.90%
Dallas,Texas,8/1/2021,378,-0.70%,17.20%,6924,-0.80%,-6.40%,7403,-16.10%,0.80%,9332,-3.50%,-30.70%,18,0,-15,102.50%,-0.90%,3.80%
Dallas,Texas,9/1/2021,375,-0.70%,17.20%,6639,-4.10%,-5.40%,6777,-8.50%,-0.40%,8980,-3.80%,-28.80%,21,3,-11,101.50%,-1.00%,2.70%
Dallas,Texas,10/1/2021,378,0.80%,17.00%,6201,-6.60%,-9.80%,6136,-9.50%,-8.50%,8173,-9.00%,-30.40%,22,1,-9,101.30%,-0.20%,2.50%
Dallas,Texas,11/1/2021,379,0.10%,17.50%,5844,-5.80%,-0.10%,5170,-15.70%,3.30%,6905,-15.50%,-31.60%,21,-1,-8,101.50%,0.20%,2.60%
Dallas,Texas,12/1/2021,382,0.80%,19.20%,6282,7.50%,-5.60%,4133,-20.10%,-5.60%,5514,-20.10%,-32.30%,21,0,-10,101.40%,-0.10%,2.50%
Dallas,Texas,1/1/2022,380,-0.40%,20.60%,4205,-33.10%,-2.50%,4779,15.60%,-16.10%,5075,-8.00%,-35.60%,22,1,-12,101.80%,0.40%,2.80%
Dallas,Texas,2/1/2022,399,5.00%,20.70%,4494,6.90%,0.70%,4900,2.50%,6.00%,5002,-1.40%,-27.50%,18,-4,-9,103.30%,1.50%,3.40%
Dallas,Texas,3/1/2022,420,5.30%,22.10%,5782,28.70%,-4.10%,6998,42.80%,-1.50%,5850,17.00%,-16.10%,16,-2,-8,105.00%,1.70%,4.30%
Dallas,Texas,4/1/2022,445,6.00%,23.60%,5799,0.30%,-9.90%,7789,11.30%,-0.30%,7186,22.80%,-3.50%,14,-2,-4,106.10%,1.10%,3.90%
Dallas,Texas,5/1/2022,463,4.00%,23.50%,6438,11.00%,-4.60%,9010,15.70%,16.70%,9232,28.50%,19.70%,14,0,-3,105.70%,-0.40%,2.50%
Dallas,Texas,6/1/2022,455,-1.60%,19.90%,6504,1.00%,-11.30%,10025,11.30%,21.00%,12496,35.40%,49.40%,16,2,-1,103.70%,-2.00%,0.00%
Dallas,Texas,7/1/2022,435,-4.50%,14.50%,5732,-11.90%,-17.90%,8470,-15.50%,-4.00%,14145,13.20%,46.30%,19,3,1,101.50%,-2.20%,-1.90%
Dallas,Texas,8/1/2022,430,-1.10%,13.90%,6128,6.90%,-11.50%,6879,-18.80%,-7.10%,13765,-2.70%,47.50%,25,6,7,99.70%,-1.80%,-2.70%
Dallas,Texas,9/1/2022,420,-2.30%,12.00%,5450,-11.10%,-17.90%,6459,-6.10%,-4.70%,13887,0.90%,54.60%,32,7,11,98.70%,-1.00%,-2.80%
Dallas,Texas,10/1/2022,420,0.00%,11.10%,4573,-16.10%,-26.30%,5564,-13.90%,-9.30%,13714,-1.20%,67.80%,33,1,11,98.50%,-0.20%,-2.80%
Dallas,Texas,11/1/2022,410,-2.40%,8.30%,4064,-11.10%,-30.50%,4439,-20.20%,-14.10%,12697,-7.40%,83.90%,37,4,16,97.90%,-0.60%,-3.60%
Dallas,Texas,12/1/2022,402,-2.00%,5.40%,4324,6.40%,-31.20%,3162,-28.80%,-23.50%,10137,-20.20%,83.80%,45,8,24,97.50%,-0.40%,-3.90%
